Hour,Load [W],Flow Rate [m3/s]
2241,277.92,0.000303
2242,285.86,0.000303
2243,255.91,0.000303
2244,193.33,0.000303
2245,110.99,0.000303
2246,28.01,0.000303
2247,0.01,0.000303
2248,0.01,0.000303
2249,0.01,0.000303
2250,124.39,0.000303
2251,325.31,0.000303
2252,590.74,0.000303
2253,895.57,0.000303
2254,1203.16,0.000303
2255,1468.69,0.000303
2256,1644.05,0.000303
2257,1683.72,0.000303
2258,1551.1,0.000303
2259,1224.29,0.000303
2260,700.74,0.000303
2261,0.01,0.000303
2262,0.01,0.000303
2263,0.01,0.000303
2264,0.01,0.000303
2265,0.01,0.000303
2266,0.01,0.000303
2267,0.01,0.000303
2268,0.01,0.000303
2269,0.01,0.000303
2270,0.01,0.000303
2271,0.01,0.000303
2272,0.01,0.000303
2273,0.01,0.000303
2274,1501,0.000303
2275,2963.79,0.000303
2276,4270.27,0.000303
2277,5312.01,0.000303
2278,6000.12,0.000303
2279,6273.35,0.000303
2280,6103.61,0.000303
2281,5498.49,0.000303
2282,4500.53,0.000303
2283,3183.31,0.000303
2284,1645.04,0.000303
2285,0.01,0.000303
2286,0.01,0.000303
2287,0.01,0.000303
2288,0.01,0.000303
2289,0.01,0.000303
2290,0.01,0.000303
2291,0.01,0.000303
2292,0.01,0.000303
2293,0.01,0.000303
2294,0.01,0.000303
2295,0.01,0.000303
2296,0.01,0.000303
2297,0.01,0.000303
2298,1462.83,0.000303
2299,2809.02,0.000303
2300,3954.4,0.000303
2301,4828.56,0.000303
2302,5378.25,0.000303
2303,5569.95,0.000303
2304,5391.38,0.000303
2305,4852.1,0.000303
2306,3983.24,0.000303
2307,2836.21,0.000303
2308,1480.43,0.000303
2309,0.01,0.000303
2310,0.01,0.000303
2311,0.01,0.000303
2312,0.01,0.000303
2313,0.01,0.000303
2314,0.01,0.000303
2315,0.01,0.000303
2316,0.01,0.000303
2317,0.01,0.000303
2318,0.01,0.000303
2319,0.01,0.000303
2320,0.01,0.000303
2321,0.01,0.000303
2322,1708.58,0.000303
2323,3310.94,0.000303
2324,4687.36,0.000303
2325,5734.32,0.000303
2326,6373.53,0.000303
2327,6558.89,0.000303
2328,6280.75,0.000303
2329,5566.9,0.000303
2330,4480.19,0.000303
2331,3112.84,0.000303
2332,1578.11,0.000303
2333,0.01,0.000303
2334,0.01,0.000303
2335,0.01,0.000303
2336,0.01,0.000303
2337,0.01,0.000303
2338,0.01,0.000303
2339,0.01,0.000303
2340,0.01,0.000303
2341,0.01,0.000303
2342,0.01,0.000303
2343,0.01,0.000303
2344,0.01,0.000303
2345,0.01,0.000303
2346,740.44,0.000303
2347,1291.91,0.000303
2348,1633.62,0.000303
2349,1768.5,0.000303
2350,1720.33,0.000303
2351,1528.82,0.000303
2352,1243.25,0.000303
2353,915.73,0.000303
2354,594.72,0.000303
2355,319.65,0.000303
2356,117.3,0.000303
2357,0.01,0.000303
2358,0.01,0.000303
2359,1.66,0.000303
2360,84.73,0.000303
2361,188.94,0.000303
2362,288.23,0.000303
2363,360.81,0.000303
2364,392.02,0.000303
2365,376,0.000303
2366,315.78,0.000303
2367,222.03,0.000303
2368,110.71,0.000303
2369,0.01,0.000303
2370,0.01,0.000303
2371,0.01,0.000303
2372,0.01,0.000303
2373,0.01,0.000303
2374,0.01,0.000303
2375,0.01,0.000303
2376,29.53,0.000303
2377,91.16,0.000303
2378,126.23,0.000303
2379,124.44,0.000303
2380,81.52,0.000303
2381,0.01,0.000303
2382,0.01,0.000303
2383,0.01,0.000303
2384,0.01,0.000303
2385,0.01,0.000303
2386,0.01,0.000303
2387,0.01,0.000303
2388,0.01,0.000303
2389,0.01,0.000303
2390,0.01,0.000303
2391,0.01,0.000303
2392,0.01,0.000303
2393,0.01,0.000303
2394,93.53,0.000303
2395,150.29,0.000303
2396,166.2,0.000303
2397,143.85,0.000303
2398,91.95,0.000303
2399,23.86,0.000303
2400,0.01,0.000303
2401,0.01,0.000303
2402,0.01,0.000303
2403,0.01,0.000303
2404,0.01,0.000303
2405,0.01,0.000303
2406,90.79,0.000303
2407,183.63,0.000303
2408,261.7,0.000303
2409,310.12,0.000303
2410,318.95,0.000303
2411,285.5,0.000303
2412,215.66,0.000303
2413,123.8,0.000303
2414,31.24,0.000303
2415,0.01,0.000303
2416,0.01,0.000303
2417,0.01,0.000303
2418,138.66,0.000303
2419,362.61,0.000303
2420,658.39,0.000303
2421,998.02,0.000303
2422,1340.66,0.000303
2423,1636.37,0.000303
2424,1831.54,0.000303
2425,1875.53,0.000303
2426,1727.61,0.000303
2427,1363.47,0.000303
2428,780.32,0.000303
2429,0.01,0.000303
2430,0.01,0.000303
2431,0.01,0.000303
2432,0.01,0.000303
2433,0.01,0.000303
2434,0.01,0.000303
2435,0.01,0.000303
2436,0.01,0.000303
2437,0.01,0.000303
2438,0.01,0.000303
2439,0.01,0.000303
2440,0.01,0.000303
2441,0.01,0.000303
2442,1668.97,0.000303
2443,3295.11,0.000303
2444,4747.14,0.000303
2445,5904.59,0.000303
2446,6668.76,0.000303
2447,6971.7,0.000303
2448,6782.35,0.000303
2449,6109.31,0.000303
2450,4999.96,0.000303
2451,3536.2,0.000303
2452,1827.21,0.000303
2453,0.01,0.000303
2454,0.01,0.000303
2455,0.01,0.000303
2456,0.01,0.000303
2457,0.01,0.000303
2458,0.01,0.000303
2459,0.01,0.000303
2460,0.01,0.000303
2461,0.01,0.000303
2462,0.01,0.000303
2463,0.01,0.000303
2464,0.01,0.000303
2465,0.01,0.000303
2466,1622.47,0.000303
2467,3115.26,0.000303
2468,4385.07,0.000303
2469,5353.87,0.000303
2470,5962.77,0.000303
2471,6174.67,0.000303
2472,5976.1,0.000303
2473,5377.79,0.000303
2474,4414.35,0.000303
2475,3142.86,0.000303
2476,1640.32,0.000303
2477,0.01,0.000303
2478,0.01,0.000303
2479,0.01,0.000303
2480,0.01,0.000303
2481,0.01,0.000303
2482,0.01,0.000303
2483,0.01,0.000303
2484,0.01,0.000303
2485,0.01,0.000303
2486,0.01,0.000303
2487,0.01,0.000303
2488,0.01,0.000303
2489,0.01,0.000303
2490,1890.46,0.000303
2491,3663.03,0.000303
2492,5185.3,0.000303
2493,6342.85,0.000303
2494,7049.19,0.000303
2495,7253.49,0.000303
2496,6945.21,0.000303
2497,6155.23,0.000303
2498,4953.18,0.000303
2499,3441.13,0.000303
2500,1744.38,0.000303
2501,0.01,0.000303
2502,0.01,0.000303
2503,0.01,0.000303
2504,0.01,0.000303
2505,0.01,0.000303
2506,0.01,0.000303
2507,0.01,0.000303
2508,0.01,0.000303
2509,0.01,0.000303
2510,0.01,0.000303
2511,0.01,0.000303
2512,0.01,0.000303
2513,0.01,0.000303
2514,817.33,0.000303
2515,1425.93,0.000303
2516,1802.92,0.000303
2517,1951.59,0.000303
2518,1898.26,0.000303
2519,1686.78,0.000303
2520,1371.57,0.000303
2521,1010.15,0.000303
2522,655.97,0.000303
2523,352.54,0.000303
2524,129.36,0.000303
2525,0.01,0.000303
2526,0.01,0.000303
2527,1.83,0.000303
2528,93.41,0.000303
2529,208.26,0.000303
2530,317.68,0.000303
2531,397.63,0.000303
2532,431.98,0.000303
2533,414.29,0.000303
2534,347.91,0.000303
2535,244.6,0.000303
2536,121.95,0.000303
2537,0.01,0.000303
2538,0.01,0.000303
2539,0.01,0.000303
2540,0.01,0.000303
2541,0.01,0.000303
2542,0.01,0.000303
2543,0.01,0.000303
2544,32.5,0.000303
2545,100.33,0.000303
2546,138.92,0.000303
2547,136.93,0.000303
2548,89.69,0.000303
2549,0.01,0.000303
2550,0.01,0.000303
2551,0.01,0.000303
2552,0.01,0.000303
2553,0.01,0.000303
2554,0.01,0.000303
2555,0.01,0.000303
2556,0.01,0.000303
2557,0.01,0.000303
2558,0.01,0.000303
2559,0.01,0.000303
2560,0.01,0.000303
2561,0.01,0.000303
2562,102.77,0.000303
2563,165.13,0.000303
2564,182.6,0.000303
2565,158.03,0.000303
2566,101.01,0.000303
2567,26.21,0.000303
2568,0.01,0.000303
2569,0.01,0.000303
2570,0.01,0.000303
2571,0.01,0.000303
2572,0.01,0.000303
2573,0.01,0.000303
2574,99.66,0.000303
2575,201.55,0.000303
2576,287.21,0.000303
2577,340.32,0.000303
2578,349.98,0.000303
2579,313.25,0.000303
2580,236.6,0.000303
2581,135.8,0.000303
2582,34.26,0.000303
2583,0.01,0.000303
2584,0.01,0.000303
2585,0.01,0.000303
2586,152.04,0.000303
2587,397.56,0.000303
2588,721.8,0.000303
2589,1094.04,0.000303
2590,1469.52,0.000303
2591,1793.48,0.000303
2592,2007.22,0.000303
2593,2055.25,0.000303
2594,1892.99,0.000303
2595,1493.85,0.000303
2596,854.87,0.000303
2597,0.01,0.000303
2598,0.01,0.000303
2599,0.01,0.000303
2600,0.01,0.000303
2601,0.01,0.000303
2602,0.01,0.000303
2603,0.01,0.000303
2604,0.01,0.000303
2605,0.01,0.000303
2606,0.01,0.000303
2607,0.01,0.000303
2608,0.01,0.000303
2609,0.01,0.000303
2610,1826.17,0.000303
2611,3605.17,0.000303
2612,5193.39,0.000303
2613,6459.08,0.000303
2614,7294.38,0.000303
2615,7625.09,0.000303
2616,7417.35,0.000303
2617,6680.72,0.000303
2618,5467.14,0.000303
2619,3866.28,0.000303
2620,1997.59,0.000303
2621,0.01,0.000303
2622,0.01,0.000303
2623,0.01,0.000303
2624,0.01,0.000303
2625,0.01,0.000303
2626,0.01,0.000303
2627,0.01,0.000303
2628,0.01,0.000303
2629,0.01,0.000303
2630,0.01,0.000303
2631,0.01,0.000303
2632,0.01,0.000303
2633,0.01,0.000303
2634,1771.65,0.000303
2635,3401.41,0.000303
2636,4787.45,0.000303
2637,5844.66,0.000303
2638,6508.82,0.000303
2639,6739.57,0.000303
2640,6522.28,0.000303
2641,5868.79,0.000303
2642,4816.98,0.000303
2643,3429.23,0.000303
2644,1789.64,0.000303
2645,0.01,0.000303
2646,0.01,0.000303
2647,0.01,0.000303
2648,0.01,0.000303
2649,0.01,0.000303
2650,0.01,0.000303
2651,0.01,0.000303
2652,0.01,0.000303
2653,0.01,0.000303
2654,0.01,0.000303
2655,0.01,0.000303
2656,0.01,0.000303
2657,0.01,0.000303
2658,2060.15,0.000303
2659,3991.49,0.000303
2660,5649.8,0.000303
2661,6910.48,0.000303
2662,7679.4,0.000303
2663,7901.31,0.000303
2664,7564.87,0.000303
2665,6703.86,0.000303
2666,5394.23,0.000303
2667,3747.24,0.000303
2668,1899.39,0.000303
2669,0.01,0.000303
2670,0.01,0.000303
2671,0.01,0.000303
2672,0.01,0.000303
2673,0.01,0.000303
2674,0.01,0.000303
2675,0.01,0.000303
2676,0.01,0.000303
2677,0.01,0.000303
2678,0.01,0.000303
2679,0.01,0.000303
2680,0.01,0.000303
2681,0.01,0.000303
2682,888.95,0.000303
2683,1550.76,0.000303
2684,1960.59,0.000303
2685,2122.09,0.000303
2686,2063.94,0.000303
2687,1833.85,0.000303
2688,1491.05,0.000303
2689,1098.05,0.000303
2690,713,0.000303
2691,383.16,0.000303
2692,140.58,0.000303
2693,0.01,0.000303
2694,0.01,0.000303
2695,1.98,0.000303
2696,101.48,0.000303
2697,226.24,0.000303
2698,345.07,0.000303
2699,431.88,0.000303
2700,469.16,0.000303
2701,449.91,0.000303
2702,377.79,0.000303
2703,265.59,0.000303
2704,132.41,0.000303
2705,0.01,0.000303
2706,0.01,0.000303
2707,0.01,0.000303
2708,0.01,0.000303
2709,0.01,0.000303
2710,0.01,0.000303
2711,0.01,0.000303
2712,35.26,0.000303
2713,108.85,0.000303
2714,150.7,0.000303
2715,148.54,0.000303
2716,97.29,0.000303
2717,0.01,0.000303
2718,0.01,0.000303
2719,0.01,0.000303
2720,0.01,0.000303
2721,0.01,0.000303
2722,0.01,0.000303
2723,0.01,0.000303
2724,0.01,0.000303
2725,0.01,0.000303
2726,0.01,0.000303
2727,0.01,0.000303
2728,0.01,0.000303
2729,0.01,0.000303
2730,111.36,0.000303
2731,178.91,0.000303
2732,197.82,0.000303
2733,171.19,0.000303
2734,109.41,0.000303
2735,28.39,0.000303
2736,0.01,0.000303
2737,0.01,0.000303
2738,0.01,0.000303
2739,0.01,0.000303
2740,0.01,0.000303
2741,0.01,0.000303
2742,107.89,0.000303
2743,218.17,0.000303
2744,310.86,0.000303
2745,368.33,0.000303
2746,378.75,0.000303
2747,338.98,0.000303
2748,256.01,0.000303
2749,146.93,0.000303
2750,37.07,0.000303
2751,0.01,0.000303
2752,0.01,0.000303
2753,0.01,0.000303
2754,164.44,0.000303
2755,429.95,0.000303
2756,780.55,0.000303
2757,1183.01,0.000303
2758,1588.9,0.000303
2759,1939.03,0.000303
2760,2169.95,0.000303
2761,2221.71,0.000303
2762,2046.16,0.000303
2763,1614.6,0.000303
2764,923.9,0.000303
2765,0.01,0.000303
2766,0.01,0.000303
2767,0.01,0.000303
2768,0.01,0.000303
2769,0.01,0.000303
2770,0.01,0.000303
2771,0.01,0.000303
2772,0.01,0.000303
2773,0.01,0.000303
2774,0.01,0.000303
2775,0.01,0.000303
2776,0.01,0.000303
2777,0.01,0.000303
2778,1971.6,0.000303
2779,3891.98,0.000303
2780,5606.14,0.000303
2781,6971.91,0.000303
2782,7872.96,0.000303
2783,8229.29,0.000303
2784,8004.51,0.000303
2785,7209.04,0.000303
2786,5899.06,0.000303
2787,4171.42,0.000303
2788,2155.09,0.000303
2789,0.01,0.000303
2790,0.01,0.000303
2791,0.01,0.000303
2792,0.01,0.000303
2793,0.01,0.000303
2794,0.01,0.000303
2795,0.01,0.000303
2796,0.01,0.000303
2797,0.01,0.000303
2798,0.01,0.000303
2799,0.01,0.000303
2800,0.01,0.000303
2801,0.01,0.000303
2802,1909.4,0.000303
2803,3665.62,0.000303
2804,5158.95,0.000303
2805,6297.75,0.000303
2806,7012.89,0.000303
2807,7260.99,0.000303
2808,7026.39,0.000303
2809,6321.94,0.000303
2810,5188.55,0.000303
2811,3693.49,0.000303
2812,1927.41,0.000303
2813,0.01,0.000303
2814,0.01,0.000303
2815,0.01,0.000303
2816,0.01,0.000303
2817,0.01,0.000303
2818,0.01,0.000303
2819,0.01,0.000303
2820,0.01,0.000303
2821,0.01,0.000303
2822,0.01,0.000303
2823,0.01,0.000303
2824,0.01,0.000303
2825,0.01,0.000303
2826,2216.55,0.000303
2827,4294.21,0.000303
2828,6077.86,0.000303
2829,7433.53,0.000303
2830,8260.07,0.000303
2831,8498.16,0.000303
2832,8135.74,0.000303
2833,7209.26,0.000303
2834,5800.49,0.000303
2835,4029.17,0.000303
2836,2042.16,0.000303
2837,0.01,0.000303
2838,0.01,0.000303
2839,0.01,0.000303
2840,0.01,0.000303
2841,0.01,0.000303
2842,0.01,0.000303
2843,0.01,0.000303
2844,0.01,0.000303
2845,0.01,0.000303
2846,0.01,0.000303
2847,0.01,0.000303
2848,0.01,0.000303
2849,0.01,0.000303
2850,954.84,0.000303
2851,1665.59,0.000303
2852,2105.62,0.000303
2853,2278.91,0.000303
2854,2216.31,0.000303
2855,1969.1,0.000303
2856,1600.9,0.000303
2857,1178.87,0.000303
2858,765.42,0.000303
2859,411.3,0.000303
2860,150.9,0.000303
2861,0.01,0.000303
2862,0.01,0.000303
2863,2.13,0.000303
2864,108.89,0.000303
2865,242.75,0.000303
2866,370.24,0.000303
2867,463.36,0.000303
2868,503.32,0.000303
2869,482.63,0.000303
2870,405.24,0.000303
2871,284.86,0.000303
2872,142.01,0.000303
2873,0.01,0.000303
2874,0.01,0.000303
2875,0.01,0.000303
2876,0.01,0.000303
2877,0.01,0.000303
2878,0.01,0.000303
2879,0.01,0.000303
2880,37.8,0.000303
2881,116.67,0.000303
2882,161.52,0.000303
2883,159.19,0.000303
2884,104.26,0.000303
2885,0.01,0.000303
2886,0.01,0.000303
2887,0.01,0.000303
2888,0.01,0.000303
2889,0.01,0.000303
2890,0.01,0.000303
2891,0.01,0.000303
2892,0.01,0.000303
2893,0.01,0.000303
2894,0.01,0.000303
2895,0.01,0.000303
2896,0.01,0.000303
2897,0.01,0.000303
2898,119.23,0.000303
2899,191.54,0.000303
2900,211.77,0.000303
2901,183.24,0.000303
2902,117.11,0.000303
2903,30.38,0.000303
2904,0.01,0.000303
2905,0.01,0.000303
2906,0.01,0.000303
2907,0.01,0.000303
2908,0.01,0.000303
2909,0.01,0.000303
2910,115.42,0.000303
2911,233.38,0.000303
2912,332.52,0.000303
2913,393.96,0.000303
2914,405.08,0.000303
2915,362.52,0.000303
2916,273.77,0.000303
2917,157.12,0.000303
2918,39.63,0.000303
2919,0.01,0.000303
2920,0.01,0.000303
2921,0.01,0.000303
2922,175.78,0.000303
2923,459.57,0.000303
2924,834.27,0.000303
2925,1264.34,0.000303
2926,1698.02,0.000303
2927,2072.08,0.000303
2928,2318.69,0.000303
2929,2373.84,0.000303
2930,2186.13,0.000303
2931,1724.94,0.000303
2932,986.97,0.000303
2933,0.01,0.000303
2934,0.01,0.000303
2935,0.01,0.000303
2936,0.01,0.000303
2937,0.01,0.000303
2938,0.01,0.000303
2939,0.01,0.000303
2940,0.01,0.000303
2941,0.01,0.000303
2942,0.01,0.000303
2943,0.01,0.000303
2944,0.01,0.000303
2945,0.01,0.000303
2946,2104.31,0.000303
2947,4153.69,0.000303
2948,5982.73,0.000303
2949,7439.78,0.000303
2950,8400.76,0.000303
2951,8780.42,0.000303
2952,8540.04,0.000303
2953,7690.86,0.000303
2954,6292.93,0.000303
2955,4449.66,0.000303
2956,2298.69,0.000303
2957,0.01,0.000303
2958,0.01,0.000303
2959,0.01,0.000303
2960,0.01,0.000303
2961,0.01,0.000303
2962,0.01,0.000303
2963,0.01,0.000303
2964,0.01,0.000303
2965,0.01,0.000303
2966,0.01,0.000303
2967,0.01,0.000303
2968,0.01,0.000303
2969,0.01,0.000303
2970,2034.84,0.000303
2971,3906.18,0.000303
2972,5497.17,0.000303
2973,6710.22,0.000303
2974,7471.74,0.000303
2975,7735.58,0.000303
2976,7485.18,0.000303
2977,6734.32,0.000303
2978,5526.65,0.000303
2979,3933.92,0.000303
2980,2052.75,0.000303
2981,0.01,0.000303
2982,0.01,0.000303
2983,0.01,0.000303
2984,0.01,0.000303
2985,0.01,0.000303
2986,0.01,0.000303
2987,0.01,0.000303
2988,0.01,0.000303
2989,0.01,0.000303
2990,0.01,0.000303
2991,0.01,0.000303
2992,0.01,0.000303
2993,0.01,0.000303
2994,2358.65,0.000303
2995,4569.23,0.000303
2996,6466.71,0.000303
2997,7908.63,0.000303
2998,8787.46,0.000303
2999,9040.2,0.000303
3000,8654.14,0.000303
3001,7668.15,0.000303
3002,6169.33,0.000303
3003,4285.12,0.000303
3004,2171.75,0.000303
3005,0.01,0.000303
3006,0.01,0.000303
3007,0.01,0.000303
3008,0.01,0.000303
3009,0.01,0.000303
3010,0.01,0.000303
3011,0.01,0.000303
3012,0.01,0.000303
3013,0.01,0.000303
3014,0.01,0.000303
3015,0.01,0.000303
3016,0.01,0.000303
3017,0.01,0.000303
3018,1014.57,0.000303
3019,1769.68,0.000303
3020,2237.07,0.000303
3021,2421.03,0.000303
3022,2354.38,0.000303
3023,2091.65,0.000303
3024,1700.43,0.000303
3025,1252.09,0.000303
3026,812.91,0.000303
3027,436.8,0.000303
3028,160.24,0.000303
3029,0.01,0.000303
3030,0.01,0.000303
3031,2.26,0.000303
3032,115.61,0.000303
3033,257.71,0.000303
3034,393.03,0.000303
3035,491.84,0.000303
3036,534.22,0.000303
3037,512.24,0.000303
3038,430.07,0.000303
3039,302.3,0.000303
3040,150.69,0.000303
3041,0.01,0.000303
3042,0.01,0.000303
3043,0.01,0.000303
3044,0.01,0.000303
3045,0.01,0.000303
3046,0.01,0.000303
3047,0.01,0.000303
3048,40.09,0.000303
3049,123.74,0.000303
3050,171.3,0.000303
3051,168.81,0.000303
3052,110.56,0.000303
3053,0.01,0.000303
3054,0.01,0.000303
3055,0.01,0.000303
3056,0.01,0.000303
3057,0.01,0.000303
3058,0.01,0.000303
3059,0.01,0.000303
3060,0.01,0.000303
3061,0.01,0.000303
3062,0.01,0.000303
3063,0.01,0.000303
3064,0.01,0.000303
3065,0.01,0.000303
3066,126.32,0.000303
3067,202.93,0.000303
3068,224.35,0.000303
3069,194.12,0.000303
3070,124.05,0.000303
3071,32.18,0.000303
3072,0.01,0.000303
3073,0.01,0.000303
3074,0.01,0.000303
3075,0.01,0.000303
3076,0.01,0.000303
3077,0.01,0.000303
3078,122.2,0.000303
3079,247.08,0.000303
3080,352.03,0.000303
3081,417.05,0.000303
3082,428.8,0.000303
3083,383.72,0.000303
3084,289.77,0.000303
3085,166.29,0.000303
3086,41.94,0.000303
3087,0.01,0.000303
3088,0.01,0.000303
3089,0.01,0.000303
3090,185.99,0.000303
3091,486.23,0.000303
3092,882.61,0.000303
3093,1337.52,0.000303
3094,1796.2,0.000303
3095,2191.75,0.000303
3096,2452.47,0.000303
3097,2510.67,0.000303
3098,2312,0.000303
3099,1824.15,0.000303
3100,1043.68,0.000303
3101,0.01,0.000303
3102,0.01,0.000303
3103,0.01,0.000303
3104,0.01,0.000303
3105,0.01,0.000303
3106,0.01,0.000303
3107,0.01,0.000303
3108,0.01,0.000303
3109,0.01,0.000303
3110,0.01,0.000303
3111,0.01,0.000303
3112,0.01,0.000303
3113,0.01,0.000303
3114,2223.44,0.000303
3115,4388.61,0.000303
3116,6320.73,0.000303
3117,7859.65,0.000303
3118,8874.37,0.000303
3119,9274.91,0.000303
3120,9020.49,0.000303
3121,8123.08,0.000303
3122,6646.21,0.000303
3123,4699.19,0.000303
3124,2427.47,0.000303
3125,0.01,0.000303
3126,0.01,0.000303
3127,0.01,0.000303
3128,0.01,0.000303
3129,0.01,0.000303
3130,0.01,0.000303
3131,0.01,0.000303
3132,0.01,0.000303
3133,0.01,0.000303
3134,0.01,0.000303
3135,0.01,0.000303
3136,0.01,0.000303
3137,0.01,0.000303
3138,2147.15,0.000303
3139,4121.55,0.000303
3140,5799.95,0.000303
3141,7079.41,0.000303
3142,7882.38,0.000303
3143,8160.28,0.000303
3144,7895.7,0.000303
3145,7103.25,0.000303
3146,5829.1,0.000303
3147,4148.98,0.000303
3148,2164.85,0.000303
3149,0.01,0.000303
3150,0.01,0.000303
3151,0.01,0.000303
3152,0.01,0.000303
3153,0.01,0.000303
3154,0.01,0.000303
3155,0.01,0.000303
3156,0.01,0.000303
3157,0.01,0.000303
3158,0.01,0.000303
3159,0.01,0.000303
3160,0.01,0.000303
3161,0.01,0.000303
3162,2485.54,0.000303
3163,4814.78,0.000303
3164,6813.86,0.000303
3165,8332.73,0.000303
3166,9258.18,0.000303
3167,9523.94,0.000303
3168,9116.72,0.000303
3169,8077.59,0.000303
3170,6498.38,0.000303
3171,4513.43,0.000303
3172,2287.33,0.000303
3173,0.01,0.000303
3174,0.01,0.000303
3175,0.01,0.000303
3176,0.01,0.000303
3177,0.01,0.000303
3178,0.01,0.000303
3179,0.01,0.000303
3180,0.01,0.000303
3181,0.01,0.000303
3182,0.01,0.000303
3183,0.01,0.000303
3184,0.01,0.000303
3185,0.01,0.000303
3186,1067.76,0.000303
3187,1862.35,0.000303
3188,2354.09,0.000303
3189,2547.54,0.000303
3190,2477.27,0.000303
3191,2200.7,0.000303
3192,1788.99,0.000303
3193,1317.23,0.000303
3194,855.16,0.000303
3195,459.47,0.000303
3196,168.55,0.000303
3197,0.01,0.000303
3198,0.01,0.000303
3199,2.38,0.000303
3200,121.58,0.000303
3201,271,0.000303
3202,413.27,0.000303
3203,517.15,0.000303
3204,561.69,0.000303
3205,538.54,0.000303
3206,452.13,0.000303
3207,317.79,0.000303
3208,158.4,0.000303
3209,0.01,0.000303
3210,0.01,0.000303
3211,0.01,0.000303
3212,0.01,0.000303
3213,0.01,0.000303
3214,0.01,0.000303
3215,0.01,0.000303
3216,42.12,0.000303
3217,130.01,0.000303
3218,179.97,0.000303
3219,177.35,0.000303
3220,116.14,0.000303
3221,0.01,0.000303
3222,0.01,0.000303
3223,0.01,0.000303
3224,0.01,0.000303
3225,0.01,0.000303
3226,0.01,0.000303
3227,0.01,0.000303
3228,0.01,0.000303
3229,0.01,0.000303
3230,0.01,0.000303
3231,0.01,0.000303
3232,0.01,0.000303
3233,0.01,0.000303
3234,132.6,0.000303
3235,213.01,0.000303
3236,235.48,0.000303
3237,203.74,0.000303
3238,130.19,0.000303
3239,33.77,0.000303
3240,0.01,0.000303
3241,0.01,0.000303
3242,0.01,0.000303
3243,0.01,0.000303
3244,0.01,0.000303
3245,0.01,0.000303
3246,128.2,0.000303
3247,259.2,0.000303
3248,369.26,0.000303
3249,437.45,0.000303
3250,449.75,0.000303
3251,402.45,0.000303
3252,303.89,0.000303
3253,174.38,0.000303
3254,43.98,0.000303
3255,0.01,0.000303
3256,0.01,0.000303
3257,0.01,0.000303
3258,195,0.000303
3259,509.75,0.000303
3260,925.25,0.000303
3261,1402.07,0.000303
3262,1882.79,0.000303
3263,2297.3,0.000303
3264,2570.44,0.000303
3265,2631.29,0.000303
3266,2422.96,0.000303
3267,1911.6,0.000303
3268,1093.65,0.000303
3269,0.01,0.000303
3270,0.01,0.000303
3271,0.01,0.000303
3272,0.01,0.000303
3273,0.01,0.000303
3274,0.01,0.000303
3275,0.01,0.000303
3276,0.01,0.000303
3277,0.01,0.000303
3278,0.01,0.000303
3279,0.01,0.000303
3280,0.01,0.000303
3281,0.01,0.000303
3282,2328.24,0.000303
3283,4595.22,0.000303
3284,6617.96,0.000303
3285,8228.84,0.000303
3286,9290.74,0.000303
3287,9709.58,0.000303
3288,9442.76,0.000303
3289,8502.91,0.000303
3290,6956.62,0.000303
3291,4918.42,0.000303
3292,2540.58,0.000303
3293,0.01,0.000303
3294,0.01,0.000303
3295,0.01,0.000303
3296,0.01,0.000303
3297,0.01,0.000303
3298,0.01,0.000303
3299,0.01,0.000303
3300,0.01,0.000303
3301,0.01,0.000303
3302,0.01,0.000303
3303,0.01,0.000303
3304,0.01,0.000303
3305,0.01,0.000303
3306,2245.62,0.000303
3307,4310.34,0.000303
3308,6065.31,0.000303
3309,7402.94,0.000303
3310,8242.19,0.000303
3311,8532.35,0.000303
3312,8255.28,0.000303
3313,7426.38,0.000303
3314,6093.96,0.000303
3315,4337.28,0.000303
3316,2262.99,0.000303
3317,0.01,0.000303
3318,0.01,0.000303
3319,0.01,0.000303
3320,0.01,0.000303
3321,0.01,0.000303
3322,0.01,0.000303
3323,0.01,0.000303
3324,0.01,0.000303
3325,0.01,0.000303
3326,0.01,0.000303
3327,0.01,0.000303
3328,0.01,0.000303
3329,0.01,0.000303
3330,2596.4,0.000303
3331,5029.28,0.000303
3332,7117.06,0.000303
3333,8703.08,0.000303
3334,9669.18,0.000303
3335,9946.24,0.000303
3336,9520.49,0.000303
3337,8434.92,0.000303
3338,6785.52,0.000303
3339,4712.62,0.000303
3340,2388.16,0.000303
3341,0.01,0.000303
3342,0.01,0.000303
3343,0.01,0.000303
3344,0.01,0.000303
3345,0.01,0.000303
3346,0.01,0.000303
3347,0.01,0.000303
3348,0.01,0.000303
3349,0.01,0.000303
3350,0.01,0.000303
3351,0.01,0.000303
3352,0.01,0.000303
3353,0.01,0.000303
3354,1114.06,0.000303
3355,1943,0.000303
3356,2455.92,0.000303
3357,2657.61,0.000303
3358,2584.18,0.000303
3359,2295.57,0.000303
3360,1866.02,0.000303
3361,1373.88,0.000303
3362,891.89,0.000303
3363,479.18,0.000303
3364,175.77,0.000303
3365,0.01,0.000303
3366,0.01,0.000303
3367,2.48,0.000303
3368,126.76,0.000303
3369,282.54,0.000303
3370,430.86,0.000303
3371,539.12,0.000303
3372,585.52,0.000303
3373,561.37,0.000303
3374,471.27,0.000303
3375,331.23,0.000303
3376,165.09,0.000303
3377,0.01,0.000303
3378,0.01,0.000303
