Hour,Total Load [W],Total Flow Rate [m3/s]
2256,9988.797156,0.000505
2257,9988.45517,0.000505
2258,9988.108045,0.000505
2259,9987.755782,0.000505
2260,9987.39838,0.000505
2261,9987.03584,0.000505
2262,9986.668163,0.000505
2263,9986.295348,0.000505
2264,9985.917395,0.000505
2265,9985.534304,0.000505
2266,9985.146077,0.000505
2267,9984.752713,0.000505
2268,9984.354212,0.000505
2269,9983.950574,0.000505
2270,9983.5418,0.000505
2271,9983.12789,0.000505
2272,9982.708844,0.000505
2273,9982.284662,0.000505
2274,9981.855345,0.000505
2275,9981.420892,0.000505
2276,9980.981305,0.000505
2277,9980.536582,0.000505
2278,9980.086725,0.000505
2279,9979.631734,0.000505
2280,9979.171609,0.000505
2281,9978.706349,0.000505
2282,9978.235956,0.000505
2283,9977.76043,0.000505
2284,9977.279771,0.000505
2285,9976.793978,0.000505
2286,9976.303053,0.000505
2287,9975.806996,0.000505
2288,9975.305806,0.000505
2289,9974.799484,0.000505
2290,9974.288031,0.000505
2291,9973.771447,0.000505
2292,9973.249731,0.000505
2293,9972.722885,0.000505
2294,9972.190908,0.000505
2295,9971.6538,0.000505
2296,9971.111563,0.000505
2297,9970.564196,0.000505
2298,9970.011699,0.000505
2299,9969.454074,0.000505
2300,9968.891319,0.000505
2301,9968.323436,0.000505
2302,9967.750424,0.000505
2303,9967.172285,0.000505
2304,9966.589018,0.000505
2305,9966.000623,0.000505
2306,9965.407101,0.000505
2307,9964.808453,0.000505
2308,9964.204678,0.000505
2309,9963.595776,0.000505
2310,9962.981749,0.000505
2311,9962.362597,0.000505
2312,9961.738319,0.000505
2313,9961.108916,0.000505
2314,9960.474389,0.000505
2315,9959.834737,0.000505
2316,9959.189961,0.000505
2317,9958.540062,0.000505
2318,9957.88504,0.000505
2319,9957.224894,0.000505
2320,9956.559626,0.000505
2321,9955.889236,0.000505
2322,9955.213724,0.000505
2323,9954.53309,0.000505
2324,9953.847336,0.000505
2325,9953.15646,0.000505
2326,9952.460464,0.000505
2327,9951.759347,0.000505
2328,9951.053111,0.000505
2329,9950.341755,0.000505
2330,9949.625281,0.000505
2331,9948.903687,0.000505
2332,9948.176976,0.000505
2333,9947.445146,0.000505
2334,9946.708199,0.000505
2335,9945.966135,0.000505
2336,9945.218954,0.000505
2337,9944.466656,0.000505
2338,9943.709243,0.000505
2339,9942.946713,0.000505
2340,9942.179069,0.000505
2341,9941.40631,0.000505
2342,9940.628436,0.000505
2343,9939.845448,0.000505
2344,9939.057347,0.000505
2345,9938.264132,0.000505
2346,9937.465804,0.000505
2347,9936.662364,0.000505
2348,9935.853812,0.000505
2349,9935.040149,0.000505
2350,9934.221374,0.000505
2351,9933.397489,0.000505
2352,9932.568493,0.000505
2353,9931.734387,0.000505
2354,9930.895172,0.000505
2355,9930.050847,0.000505
2356,9929.201414,0.000505
2357,9928.346873,0.000505
2358,9927.487225,0.000505
2359,9926.622468,0.000505
2360,9925.752606,0.000505
2361,9924.877636,0.000505
2362,9923.997561,0.000505
2363,9923.11238,0.000505
2364,9922.222094,0.000505
2365,9921.326704,0.000505
2366,9920.426209,0.000505
2367,9919.520611,0.000505
2368,9918.60991,0.000505
2369,9917.694105,0.000505
2370,9916.773199,0.000505
2371,9915.847191,0.000505
2372,9914.916081,0.000505
2373,9913.979871,0.000505
2374,9913.03856,0.000505
2375,9912.09215,0.000505
2376,9911.14064,0.000505
2377,9910.184031,0.000505
2378,9909.222324,0.000505
2379,9908.255519,0.000505
2380,9907.283616,0.000505
2381,9906.306617,0.000505
2382,9905.324521,0.000505
2383,9904.33733,0.000505
2384,9903.345043,0.000505
2385,9902.347661,0.000505
2386,9901.345184,0.000505
2387,9900.337614,0.000505
2388,9899.324951,0.000505
2389,9898.307195,0.000505
2390,9897.284346,0.000505
2391,9896.256406,0.000505
2392,9895.223374,0.000505
2393,9894.185252,0.000505
2394,9893.14204,0.000505
2395,9892.093738,0.000505
2396,9891.040347,0.000505
2397,9889.981867,0.000505
2398,9888.918299,0.000505
2399,9887.849644,0.000505
2400,9886.775902,0.000505
2401,9885.697074,0.000505
2402,9884.61316,0.000505
2403,9883.524161,0.000505
2404,9882.430076,0.000505
2405,9881.330908,0.000505
2406,9880.226657,0.000505
2407,9879.117322,0.000505
2408,9878.002905,0.000505
2409,9876.883406,0.000505
2410,9875.758826,0.000505
2411,9874.629165,0.000505
2412,9873.494424,0.000505
2413,9872.354603,0.000505
2414,9871.209704,0.000505
2415,9870.059726,0.000505
2416,9868.904671,0.000505
2417,9867.744538,0.000505
2418,9866.579329,0.000505
2419,9865.409044,0.000505
2420,9864.233683,0.000505
2421,9863.053248,0.000505
2422,9861.867738,0.000505
2423,9860.677156,0.000505
2424,9859.4815,0.000505
2425,9858.280771,0.000505
2426,9857.074972,0.000505
2427,9855.864101,0.000505
2428,9854.648159,0.000505
2429,9853.427148,0.000505
2430,9852.201068,0.000505
2431,9850.969919,0.000505
2432,9849.733702,0.000505
2433,9848.492417,0.000505
2434,9847.246067,0.000505
2435,9845.99465,0.000505
2436,9844.738168,0.000505
2437,9843.476621,0.000505
2438,9842.21001,0.000505
2439,9840.938335,0.000505
2440,9839.661598,0.000505
2441,9838.379799,0.000505
2442,9837.092938,0.000505
2443,9835.801016,0.000505
2444,9834.504034,0.000505
2445,9833.201993,0.000505
2446,9831.894893,0.000505
2447,9830.582735,0.000505
2448,9829.26552,0.000505
2449,9827.943248,0.000505
2450,9826.615919,0.000505
2451,9825.283535,0.000505
2452,9823.946097,0.000505
2453,9822.603605,0.000505
2454,9821.256059,0.000505
2455,9819.90346,0.000505
2456,9818.54581,0.000505
2457,9817.183108,0.000505
2458,9815.815356,0.000505
2459,9814.442554,0.000505
2460,9813.064703,0.000505
2461,9811.681803,0.000505
2462,9810.293856,0.000505
2463,9808.900861,0.000505
2464,9807.502821,0.000505
2465,9806.099735,0.000505
2466,9804.691604,0.000505
2467,9803.278428,0.000505
2468,9801.86021,0.000505
2469,9800.436949,0.000505
2470,9799.008646,0.000505
2471,9797.575301,0.000505
2472,9796.136916,0.000505
2473,9794.693492,0.000505
2474,9793.245028,0.000505
2475,9791.791527,0.000505
2476,9790.332988,0.000505
2477,9788.869412,0.000505
2478,9787.4008,0.000505
2479,9785.927153,0.000505
2480,9784.448471,0.000505
2481,9782.964756,0.000505
2482,9781.476007,0.000505
2483,9779.982227,0.000505
2484,9778.483415,0.000505
2485,9776.979573,0.000505
2486,9775.4707,0.000505
2487,9773.956799,0.000505
2488,9772.437869,0.000505
2489,9770.913912,0.000505
2490,9769.384928,0.000505
2491,9767.850918,0.000505
2492,9766.311883,0.000505
2493,9764.767823,0.000505
2494,9763.21874,0.000505
2495,9761.664634,0.000505
2496,9760.105506,0.000505
2497,9758.541357,0.000505
2498,9756.972188,0.000505
2499,9755.397999,0.000505
2500,9753.818791,0.000505
2501,9752.234565,0.000505
2502,9750.645323,0.000505
2503,9749.051063,0.000505
2504,9747.451789,0.000505
2505,9745.847499,0.000505
2506,9744.238196,0.000505
2507,9742.62388,0.000505
2508,9741.004552,0.000505
2509,9739.380212,0.000505
2510,9737.750862,0.000505
2511,9736.116502,0.000505
2512,9734.477133,0.000505
2513,9732.832756,0.000505
2514,9731.183372,0.000505
2515,9729.528982,0.000505
2516,9727.869586,0.000505
2517,9726.205186,0.000505
2518,9724.535782,0.000505
2519,9722.861375,0.000505
2520,9721.181966,0.000505
2521,9719.497556,0.000505
2522,9717.808146,0.000505
2523,9716.113736,0.000505
2524,9714.414328,0.000505
2525,9712.709922,0.000505
2526,9711.000519,0.000505
2527,9709.28612,0.000505
2528,9707.566726,0.000505
2529,9705.842338,0.000505
2530,9704.112957,0.000505
2531,9702.378584,0.000505
2532,9700.639219,0.000505
2533,9698.894863,0.000505
2534,9697.145518,0.000505
2535,9695.391183,0.000505
2536,9693.631861,0.000505
2537,9691.867552,0.000505
2538,9690.098257,0.000505
2539,9688.323977,0.000505
2540,9686.544712,0.000505
2541,9684.760465,0.000505
2542,9682.971234,0.000505
2543,9681.177023,0.000505
2544,9679.37783,0.000505
2545,9677.573658,0.000505
2546,9675.764508,0.000505
2547,9673.950379,0.000505
2548,9672.131274,0.000505
2549,9670.307192,0.000505
2550,9668.478136,0.000505
2551,9666.644106,0.000505
2552,9664.805102,0.000505
2553,9662.961127,0.000505
2554,9661.11218,0.000505
2555,9659.258263,0.000505
2556,9657.399377,0.000505
2557,9655.535522,0.000505
2558,9653.6667,0.000505
2559,9651.792911,0.000505
2560,9649.914157,0.000505
2561,9648.030439,0.000505
2562,9646.141757,0.000505
2563,9644.248112,0.000505
2564,9642.349506,0.000505
2565,9640.44594,0.000505
2566,9638.537413,0.000505
2567,9636.623928,0.000505
2568,9634.705486,0.000505
2569,9632.782086,0.000505
2570,9630.853731,0.000505
2571,9628.920422,0.000505
2572,9626.982158,0.000505
2573,9625.038942,0.000505
2574,9623.090775,0.000505
2575,9621.137656,0.000505
2576,9619.179588,0.000505
2577,9617.216571,0.000505
2578,9615.248607,0.000505
2579,9613.275696,0.000505
2580,9611.297839,0.000505
2581,9609.315037,0.000505
2582,9607.327292,0.000505
2583,9605.334605,0.000505
2584,9603.336975,0.000505
2585,9601.334406,0.000505
2586,9599.326897,0.000505
2587,9597.314449,0.000505
2588,9595.297064,0.000505
2589,9593.274742,0.000505
2590,9591.247485,0.000505
2591,9589.215294,0.000505
2592,9587.17817,0.000505
2593,9585.136113,0.000505
2594,9583.089125,0.000505
2595,9581.037207,0.000505
2596,9578.98036,0.000505
2597,9576.918585,0.000505
2598,9574.851884,0.000505
2599,9572.780256,0.000505
2600,9570.703703,0.000505
2601,9568.622227,0.000505
2602,9566.535828,0.000505
2603,9564.444507,0.000505
2604,9562.348266,0.000505
2605,9560.247105,0.000505
2606,9558.141026,0.000505
2607,9556.03003,0.000505
2608,9553.914118,0.000505
2609,9551.79329,0.000505
2610,9549.667549,0.000505
2611,9547.536894,0.000505
2612,9545.401328,0.000505
2613,9543.260851,0.000505
2614,9541.115464,0.000505
2615,9538.965169,0.000505
2616,9536.809966,0.000505
2617,9534.649857,0.000505
2618,9532.484843,0.000505
2619,9530.314925,0.000505
2620,9528.140104,0.000505
2621,9525.960381,0.000505
2622,9523.775757,0.000505
2623,9521.586234,0.000505
2624,9519.391812,0.000505
2625,9517.192493,0.000505
2626,9514.988278,0.000505
2627,9512.779167,0.000505
2628,9510.565163,0.000505
2629,9508.346266,0.000505
2630,9506.122477,0.000505
2631,9503.893798,0.000505
2632,9501.660229,0.000505
2633,9499.421772,0.000505
2634,9497.178428,0.000505
2635,9494.930198,0.000505
2636,9492.677083,0.000505
2637,9490.419085,0.000505
2638,9488.156204,0.000505
2639,9485.888442,0.000505
2640,9483.6158,0.000505
2641,9481.338279,0.000505
2642,9479.05588,0.000505
2643,9476.768605,0.000505
2644,9474.476454,0.000505
2645,9472.179429,0.000505
2646,9469.877531,0.000505
2647,9467.570761,0.000505
2648,9465.25912,0.000505
2649,9462.94261,0.000505
2650,9460.621231,0.000505
2651,9458.294986,0.000505
2652,9455.963874,0.000505
2653,9453.627898,0.000505
2654,9451.287058,0.000505
2655,9448.941356,0.000505
2656,9446.590793,0.000505
2657,9444.23537,0.000505
2658,9441.875088,0.000505
2659,9439.509949,0.000505
2660,9437.139954,0.000505
2661,9434.765103,0.000505
2662,9432.385399,0.000505
2663,9430.000842,0.000505
2664,9427.611434,0.000505
2665,9425.217176,0.000505
2666,9422.818068,0.000505
2667,9420.414113,0.000505
2668,9418.005312,0.000505
2669,9415.591666,0.000505
2670,9413.173175,0.000505
2671,9410.749842,0.000505
2672,9408.321667,0.000505
2673,9405.888653,0.000505
2674,9403.450799,0.000505
2675,9401.008107,0.000505
2676,9398.560579,0.000505
2677,9396.108216,0.000505
2678,9393.651019,0.000505
2679,9391.18899,0.000505
2680,9388.722129,0.000505
2681,9386.250437,0.000505
2682,9383.773917,0.000505
2683,9381.29257,0.000505
2684,9378.806396,0.000505
2685,9376.315397,0.000505
2686,9373.819574,0.000505
2687,9371.318929,0.000505
2688,9368.813463,0.000505
2689,9366.303177,0.000505
2690,9363.788072,0.000505
2691,9361.26815,0.000505
2692,9358.743412,0.000505
2693,9356.213859,0.000505
2694,9353.679493,0.000505
2695,9351.140315,0.000505
2696,9348.596326,0.000505
2697,9346.047527,0.000505
2698,9343.493921,0.000505
2699,9340.935507,0.000505
2700,9338.372288,0.000505
2701,9335.804265,0.000505
2702,9333.231439,0.000505
2703,9330.653811,0.000505
2704,9328.071383,0.000505
2705,9325.484156,0.000505
2706,9322.892132,0.000505
2707,9320.295311,0.000505
2708,9317.693695,0.000505
2709,9315.087286,0.000505
2710,9312.476085,0.000505
2711,9309.860092,0.000505
2712,9307.23931,0.000505
2713,9304.61374,0.000505
2714,9301.983383,0.000505
2715,9299.348241,0.000505
2716,9296.708314,0.000505
2717,9294.063605,0.000505
2718,9291.414114,0.000505
2719,9288.759843,0.000505
2720,9286.100794,0.000505
2721,9283.436967,0.000505
2722,9280.768364,0.000505
2723,9278.094986,0.000505
2724,9275.416836,0.000505
2725,9272.733913,0.000505
2726,9270.04622,0.000505
2727,9267.353758,0.000505
2728,9264.656529,0.000505
2729,9261.954533,0.000505
2730,9259.247772,0.000505
2731,9256.536248,0.000505
2732,9253.819961,0.000505
2733,9251.098914,0.000505
2734,9248.373107,0.000505
2735,9245.642543,0.000505
2736,9242.907222,0.000505
2737,9240.167146,0.000505
2738,9237.422316,0.000505
2739,9234.672734,0.000505
2740,9231.918401,0.000505
2741,9229.159319,0.000505
2742,9226.395488,0.000505
2743,9223.626911,0.000505
2744,9220.853589,0.000505
2745,9218.075523,0.000505
2746,9215.292715,0.000505
2747,9212.505166,0.000505
2748,9209.712877,0.000505
2749,9206.91585,0.000505
2750,9204.114087,0.000505
2751,9201.307589,0.000505
2752,9198.496357,0.000505
2753,9195.680392,0.000505
2754,9192.859697,0.000505
2755,9190.034273,0.000505
2756,9187.20412,0.000505
2757,9184.369241,0.000505
2758,9181.529637,0.000505
2759,9178.68531,0.000505
2760,9175.836261,0.000505
2761,9172.982491,0.000505
2762,9170.124001,0.000505
2763,9167.260794,0.000505
2764,9164.392871,0.000505
2765,9161.520234,0.000505
2766,9158.642883,0.000505
2767,9155.76082,0.000505
2768,9152.874047,0.000505
2769,9149.982565,0.000505
2770,9147.086376,0.000505
2771,9144.185481,0.000505
2772,9141.279882,0.000505
2773,9138.36958,0.000505
2774,9135.454576,0.000505
2775,9132.534873,0.000505
2776,9129.610472,0.000505
2777,9126.681373,0.000505
2778,9123.74758,0.000505
2779,9120.809092,0.000505
2780,9117.865913,0.000505
2781,9114.918042,0.000505
2782,9111.965482,0.000505
2783,9109.008235,0.000505
2784,9106.046301,0.000505
2785,9103.079683,0.000505
2786,9100.108381,0.000505
2787,9097.132398,0.000505
2788,9094.151734,0.000505
2789,9091.166392,0.000505
2790,9088.176373,0.000505
2791,9085.181679,0.000505
2792,9082.18231,0.000505
2793,9079.17827,0.000505
2794,9076.169558,0.000505
2795,9073.156177,0.000505
2796,9070.138128,0.000505
2797,9067.115413,0.000505
2798,9064.088033,0.000505
2799,9061.05599,0.000505
2800,9058.019286,0.000505
2801,9054.977922,0.000505
2802,9051.931899,0.000505
2803,9048.881219,0.000505
2804,9045.825884,0.000505
2805,9042.765896,0.000505
2806,9039.701255,0.000505
2807,9036.631964,0.000505
2808,9033.558023,0.000505
2809,9030.479436,0.000505
2810,9027.396202,0.000505
2811,9024.308324,0.000505
2812,9021.215804,0.000505
2813,9018.118642,0.000505
2814,9015.016841,0.000505
2815,9011.910403,0.000505
2816,9008.799327,0.000505
2817,9005.683618,0.000505
2818,9002.563275,0.000505
2819,8999.438301,0.000505
2820,8996.308697,0.000505
2821,8993.174464,0.000505
2822,8990.035605,0.000505
2823,8986.892121,0.000505
2824,8983.744014,0.000505
2825,8980.591285,0.000505
2826,8977.433935,0.000505
2827,8974.271967,0.000505
2828,8971.105383,0.000505
2829,8967.934183,0.000505
2830,8964.758369,0.000505
2831,8961.577943,0.000505
2832,8958.392907,0.000505
2833,8955.203263,0.000505
2834,8952.009011,0.000505
2835,8948.810153,0.000505
2836,8945.606692,0.000505
2837,8942.398629,0.000505
2838,8939.185965,0.000505
2839,8935.968703,0.000505
2840,8932.746843,0.000505
2841,8929.520387,0.000505
2842,8926.289338,0.000505
2843,8923.053697,0.000505
2844,8919.813465,0.000505
2845,8916.568644,0.000505
2846,8913.319236,0.000505
2847,8910.065242,0.000505
2848,8906.806664,0.000505
2849,8903.543505,0.000505
2850,8900.275764,0.000505
2851,8897.003445,0.000505
2852,8893.726549,0.000505
2853,8890.445077,0.000505
2854,8887.159032,0.000505
2855,8883.868414,0.000505
2856,8880.573226,0.000505
2857,8877.27347,0.000505
2858,8873.969146,0.000505
2859,8870.660257,0.000505
2860,8867.346804,0.000505
2861,8864.02879,0.000505
2862,8860.706215,0.000505
2863,8857.379082,0.000505
2864,8854.047392,0.000505
2865,8850.711147,0.000505
2866,8847.370349,0.000505
2867,8844.024999,0.000505
2868,8840.675099,0.000505
2869,8837.320651,0.000505
2870,8833.961657,0.000505
2871,8830.598118,0.000505
2872,8827.230036,0.000505
2873,8823.857412,0.000505
2874,8820.48025,0.000505
2875,8817.098549,0.000505
2876,8813.712312,0.000505
2877,8810.321541,0.000505
2878,8806.926238,0.000505
2879,8803.526403,0.000505
2880,8800.12204,0.000505
2881,8796.713149,0.000505
2882,8793.299733,0.000505
2883,8789.881793,0.000505
2884,8786.45933,0.000505
2885,8783.032348,0.000505
2886,8779.600847,0.000505
2887,8776.164829,0.000505
2888,8772.724297,0.000505
2889,8769.279251,0.000505
2890,8765.829693,0.000505
2891,8762.375626,0.000505
2892,8758.917051,0.000505
2893,8755.45397,0.000505
2894,8751.986385,0.000505
2895,8748.514297,0.000505
2896,8745.037709,0.000505
2897,8741.556621,0.000505
2898,8738.071036,0.000505
2899,8734.580956,0.000505
2900,8731.086382,0.000505
2901,8727.587317,0.000505
2902,8724.083761,0.000505
2903,8720.575717,0.000505
2904,8717.063187,0.000505
2905,8713.546172,0.000505
2906,8710.024675,0.000505
2907,8706.498696,0.000505
2908,8702.968239,0.000505
2909,8699.433304,0.000505
2910,8695.893893,0.000505
2911,8692.350009,0.000505
2912,8688.801653,0.000505
2913,8685.248827,0.000505
2914,8681.691533,0.000505
2915,8678.129772,0.000505
2916,8674.563547,0.000505
2917,8670.992859,0.000505
2918,8667.417711,0.000505
2919,8663.838103,0.000505
2920,8660.254038,0.000505
2921,8656.665517,0.000505
2922,8653.072544,0.000505
2923,8649.475118,0.000505
2924,8645.873243,0.000505
2925,8642.26692,0.000505
2926,8638.65615,0.000505
2927,8635.040937,0.000505
2928,8631.42128,0.000505
2929,8627.797184,0.000505
2930,8624.168649,0.000505
2931,8620.535677,0.000505
2932,8616.89827,0.000505
2933,8613.25643,0.000505
2934,8609.610159,0.000505
2935,8605.959458,0.000505
2936,8602.304331,0.000505
2937,8598.644777,0.000505
2938,8594.9808,0.000505
2939,8591.312401,0.000505
2940,8587.639583,0.000505
2941,8583.962346,0.000505
2942,8580.280693,0.000505
2943,8576.594626,0.000505
2944,8572.904147,0.000505
2945,8569.209257,0.000505
2946,8565.509959,0.000505
2947,8561.806254,0.000505
2948,8558.098145,0.000505
2949,8554.385632,0.000505
2950,8550.668719,0.000505
2951,8546.947407,0.000505
2952,8543.221697,0.000505
2953,8539.491593,0.000505
2954,8535.757095,0.000505
2955,8532.018206,0.000505
2956,8528.274928,0.000505
2957,8524.527262,0.000505
2958,8520.775211,0.000505
2959,8517.018776,0.000505
2960,8513.25796,0.000505
2961,8509.492763,0.000505
2962,8505.723189,0.000505
2963,8501.949239,0.000505
2964,8498.170915,0.000505
2965,8494.388219,0.000505
2966,8490.601154,0.000505
2967,8486.80972,0.000505
2968,8483.01392,0.000505
2969,8479.213755,0.000505
2970,8475.409229,0.000505
2971,8471.600342,0.000505
2972,8467.787097,0.000505
2973,8463.969496,0.000505
2974,8460.14754,0.000505
2975,8456.321232,0.000505
2976,8452.490574,0.000505
2977,8448.655567,0.000505
2978,8444.816213,0.000505
2979,8440.972515,0.000505
2980,8437.124474,0.000505
2981,8433.272093,0.000505
2982,8429.415374,0.000505
2983,8425.554317,0.000505
2984,8421.688926,0.000505
2985,8417.819203,0.000505
2986,8413.945149,0.000505
2987,8410.066766,0.000505
2988,8406.184056,0.000505
2989,8402.297022,0.000505
2990,8398.405666,0.000505
2991,8394.509988,0.000505
2992,8390.609992,0.000505
2993,8386.705679,0.000505
2994,8382.797052,0.000505
2995,8378.884112,0.000505
2996,8374.966862,0.000505
2997,8371.045303,0.000505
2998,8367.119437,0.000505
2999,8363.189267,0.000505
3000,8359.254794,0.000505
3001,8355.316021,0.000505
3002,8351.372949,0.000505
3003,8347.425581,0.000505
3004,8343.473919,0.000505
3005,8339.517964,0.000505
3006,8335.557718,0.000505
3007,8331.593185,0.000505
3008,8327.624365,0.000505
3009,8323.651261,0.000505
3010,8319.673875,0.000505
3011,8315.692208,0.000505
3012,8311.706264,0.000505
3013,8307.716043,0.000505
3014,8303.721549,0.000505
3015,8299.722782,0.000505
3016,8295.719746,0.000505
3017,8291.712442,0.000505
3018,8287.700872,0.000505
3019,8283.685038,0.000505
3020,8279.664943,0.000505
3021,8275.640588,0.000505
3022,8271.611976,0.000505
3023,8267.579108,0.000505
3024,8263.541987,0.000505
3025,8259.500615,0.000505
3026,8255.454994,0.000505
3027,8251.405125,0.000505
3028,8247.351011,0.000505
3029,8243.292655,0.000505
3030,8239.230058,0.000505
3031,8235.163221,0.000505
3032,8231.092149,0.000505
3033,8227.016841,0.000505
3034,8222.937302,0.000505
3035,8218.853531,0.000505
3036,8214.765533,0.000505
3037,8210.673308,0.000505
3038,8206.57686,0.000505
3039,8202.476189,0.000505
3040,8198.371299,0.000505
3041,8194.26219,0.000505
3042,8190.148867,0.000505
3043,8186.031329,0.000505
3044,8181.909581,0.000505
3045,8177.783623,0.000505
3046,8173.653458,0.000505
3047,8169.519087,0.000505
3048,8165.380514,0.000505
3049,8161.237741,0.000505
3050,8157.090768,0.000505
3051,8152.939599,0.000505
3052,8148.784236,0.000505
3053,8144.624681,0.000505
3054,8140.460935,0.000505
3055,8136.293002,0.000505
3056,8132.120882,0.000505
3057,8127.944579,0.000505
3058,8123.764095,0.000505
3059,8119.579431,0.000505
3060,8115.39059,0.000505
3061,8111.197574,0.000505
3062,8107.000385,0.000505
3063,8102.799025,0.000505
3064,8098.593497,0.000505
3065,8094.383803,0.000505
3066,8090.169944,0.000505
3067,8085.951923,0.000505
3068,8081.729742,0.000505
3069,8077.503403,0.000505
3070,8073.272909,0.000505
3071,8069.038262,0.000505
3072,8064.799463,0.000505
3073,8060.556516,0.000505
3074,8056.309421,0.000505
3075,8052.058182,0.000505
3076,8047.8028,0.000505
3077,8043.543278,0.000505
3078,8039.279618,0.000505
3079,8035.011822,0.000505
3080,8030.739893,0.000505
3081,8026.463832,0.000505
3082,8022.183642,0.000505
3083,8017.899324,0.000505
3084,8013.610882,0.000505
3085,8009.318317,0.000505
3086,8005.021631,0.000505
3087,8000.720828,0.000505
3088,7996.415908,0.000505
3089,7992.106874,0.000505
3090,7987.793729,0.000505
3091,7983.476474,0.000505
3092,7979.155112,0.000505
3093,7974.829646,0.000505
3094,7970.500076,0.000505
3095,7966.166406,0.000505
3096,7961.828638,0.000505
3097,7957.486774,0.000505
3098,7953.140815,0.000505
3099,7948.790766,0.000505
3100,7944.436627,0.000505
3101,7940.078401,0.000505
3102,7935.71609,0.000505
3103,7931.349696,0.000505
3104,7926.979222,0.000505
3105,7922.60467,0.000505
3106,7918.226042,0.000505
3107,7913.84334,0.000505
3108,7909.456568,0.000505
3109,7905.065726,0.000505
3110,7900.670817,0.000505
3111,7896.271843,0.000505
3112,7891.868808,0.000505
3113,7887.461712,0.000505
3114,7883.050558,0.000505
3115,7878.635349,0.000505
3116,7874.216087,0.000505
3117,7869.792774,0.000505
3118,7865.365412,0.000505
3119,7860.934003,0.000505
3120,7856.498551,0.000505
3121,7852.059056,0.000505
3122,7847.615522,0.000505
3123,7843.167951,0.000505
3124,7838.716345,0.000505
3125,7834.260706,0.000505
3126,7829.801037,0.000505
3127,7825.337339,0.000505
3128,7820.869616,0.000505
3129,7816.397869,0.000505
3130,7811.922101,0.000505
3131,7807.442314,0.000505
3132,7802.958511,0.000505
3133,7798.470693,0.000505
3134,7793.978863,0.000505
3135,7789.483023,0.000505
3136,7784.983176,0.000505
3137,7780.479324,0.000505
3138,7775.97147,0.000505
3139,7771.459615,0.000505
3140,7766.943761,0.000505
3141,7762.423912,0.000505
3142,7757.90007,0.000505
3143,7753.372236,0.000505
3144,7748.840414,0.000505
3145,7744.304605,0.000505
3146,7739.764812,0.000505
3147,7735.221037,0.000505
3148,7730.673283,0.000505
3149,7726.121551,0.000505
3150,7721.565845,0.000505
3151,7717.006166,0.000505
3152,7712.442518,0.000505
3153,7707.874901,0.000505
3154,7703.303319,0.000505
3155,7698.727774,0.000505
3156,7694.148269,0.000505
3157,7689.564805,0.000505
3158,7684.977385,0.000505
3159,7680.386012,0.000505
3160,7675.790687,0.000505
3161,7671.191413,0.000505
3162,7666.588193,0.000505
3163,7661.981029,0.000505
3164,7657.369923,0.000505
3165,7652.754877,0.000505
3166,7648.135895,0.000505
3167,7643.512977,0.000505
3168,7638.886128,0.000505
3169,7634.255349,0.000505
3170,7629.620642,0.000505
3171,7624.98201,0.000505
3172,7620.339455,0.000505
3173,7615.69298,0.000505
3174,7611.042587,0.000505
3175,7606.388278,0.000505
3176,7601.730056,0.000505
3177,7597.067923,0.000505
3178,7592.401882,0.000505
3179,7587.731935,0.000505
3180,7583.058085,0.000505
3181,7578.380333,0.000505
3182,7573.698682,0.000505
3183,7569.013136,0.000505
3184,7564.323695,0.000505
3185,7559.630362,0.000505
3186,7554.933141,0.000505
3187,7550.232032,0.000505
3188,7545.52704,0.000505
3189,7540.818166,0.000505
3190,7536.105412,0.000505
3191,7531.388781,0.000505
3192,7526.668275,0.000505
3193,7521.943898,0.000505
3194,7517.21565,0.000505
3195,7512.483536,0.000505
3196,7507.747556,0.000505
3197,7503.007714,0.000505
3198,7498.264012,0.000505
3199,7493.516452,0.000505
3200,7488.765038,0.000505
3201,7484.009771,0.000505
3202,7479.250653,0.000505
3203,7474.487688,0.000505
3204,7469.720877,0.000505
3205,7464.950223,0.000505
3206,7460.175729,0.000505
3207,7455.397398,0.000505
3208,7450.61523,0.000505
3209,7445.82923,0.000505
3210,7441.039399,0.000505
3211,7436.24574,0.000505
3212,7431.448255,0.000505
3213,7426.646947,0.000505
3214,7421.841818,0.000505
3215,7417.032871,0.000505
3216,7412.220108,0.000505
3217,7407.403533,0.000505
3218,7402.583146,0.000505
3219,7397.758951,0.000505
3220,7392.93095,0.000505
3221,7388.099145,0.000505
3222,7383.26354,0.000505
3223,7378.424136,0.000505
3224,7373.580937,0.000505
3225,7368.733944,0.000505
3226,7363.88316,0.000505
3227,7359.028588,0.000505
3228,7354.17023,0.000505
3229,7349.308088,0.000505
3230,7344.442165,0.000505
3231,7339.572465,0.000505
3232,7334.698988,0.000505
3233,7329.821737,0.000505
3234,7324.940716,0.000505
3235,7320.055927,0.000505
3236,7315.167371,0.000505
3237,7310.275052,0.000505
3238,7305.378973,0.000505
3239,7300.479135,0.000505
3240,7295.575541,0.000505
3241,7290.668194,0.000505
3242,7285.757096,0.000505
3243,7280.84225,0.000505
3244,7275.923658,0.000505
3245,7271.001323,0.000505
3246,7266.075248,0.000505
3247,7261.145434,0.000505
3248,7256.211885,0.000505
3249,7251.274603,0.000505
3250,7246.33359,0.000505
3251,7241.388849,0.000505
3252,7236.440383,0.000505
3253,7231.488194,0.000505
